pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
173989964,2026-07-29,web,773.04,67.14,0,840.18,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
173989968,2026-07-29,web,555.71,53.81,0,609.52,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
173989974,2026-07-29,app,1475.21,178.25,0,1653.46,Push,crm,push,123milhas-cv-aereo-ativos-pontual,Organico,google-play,organic,,search_id
173989987,2026-07-29,app,2594.3,336.38,0,2930.68,CRM,push,radar,RADAR123-123MILHAS-EVENTO-RADAR-PSH-AUMENTOU,Direto,(direct),(none),(direct),search_id
173989994,2026-07-29,web,567.05,39.55,43.5,563.1,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
173989995,2026-07-29,app,1422.06,230.35,0,1652.41,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173989997,2026-07-29,web,797.86,129.22,0,927.08,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173989999,2026-07-29,app,1701.32,204.44,0,1905.76,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990000,2026-07-29,web,561.14,109.04,0,670.18,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990001,2026-07-29,app,500.15,80.15,0,580.3,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173990005,2026-07-29,web,1478.88,222.24,0,1701.12,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990009,2026-07-29,app,572.51,86.99,0,659.5,Push,crm,push,123milhas-cv-aereo-ultimasfds,Organico,google-play,organic,,search_id
173990017,2026-07-29,web,2978.28,182.28,0,3160.56,Nao identificado,,,,Nao identificado,,,,sem_origem
173990034,2026-07-29,app,1265.57,157.82,111.75,1311.64,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Direto,(direct),(none),(direct),search_id
173990037,2026-07-29,app,5665.82,192.96,1168.86,4689.92,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
173990047,2026-07-29,web,1218.8,222.56,0,1441.36,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990053,2026-07-29,web,2319.94,225.62,150.32,2395.24,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990069,2026-07-29,app,6481.72,1231.01,0,7712.73,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990070,2026-07-29,app,5665.82,192.96,1168.86,4689.92,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
173990088,2026-07-29,web,1632.72,224.88,0,1857.6,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990107,2026-07-29,web,1211.98,105.98,0,1317.96,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173990118,2026-07-29,web,1130.55,129.28,73.27,1186.56,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
173990157,2026-07-29,web,605.44,106.48,0,711.92,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
173990203,2026-07-29,app,1197.88,172.88,0,1370.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990206,2026-07-29,app,5665.82,192.96,1168.86,4689.92,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
173990207,2026-07-29,web,1647.55,91.33,182.22,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990212,2026-07-29,web,392.88,97.94,0,490.82,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
173990213,2026-07-29,app,854.07,61.88,43.52,872.43,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990246,2026-07-29,app,469.88,93.56,0,563.44,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990253,2026-07-29,web,3528.34,376.66,0,3905,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
173990257,2026-07-29,app,991.08,184.68,0,1175.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990261,2026-07-29,web,1018.69,216.05,0,1234.74,Nao identificado,,,,Nao identificado,,,,sem_origem
173990263,2026-07-29,app,1588.08,138.76,209.32,1517.52,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173990267,2026-07-29,web,2647.03,345.49,0,2992.52,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] cpc,search_id
173990269,2026-07-29,app,1316.41,180.09,0,1496.5,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990275,2026-07-29,web,566.72,84.56,0,651.28,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
173990295,2026-07-29,app,1588.08,138.76,209.32,1517.52,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173990308,2026-07-29,web,795.07,115.27,0,910.34,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990319,2026-07-29,app,91.52,1167.64,0,1259.16,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
173990323,2026-07-29,web,318.8,83.6,0,402.4,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990332,2026-07-29,web,662.83,94.99,0,757.82,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990335,2026-07-29,app,1588.08,138.76,209.32,1517.52,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173990337,2026-07-29,web,539.53,78.19,0,617.72,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990338,2026-07-29,web,658.62,105.9,0,764.52,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
173990341,2026-07-29,app,4645.01,522.29,0,5167.3,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173990346,2026-07-29,web,651.16,91.72,0,742.88,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990352,2026-07-29,web,1211.98,105.98,0,1317.96,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173990356,2026-07-29,app,1905.41,244.18,0,2149.59,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [ios] [inc],search_id
173990357,2026-07-29,app,1588.08,138.76,209.32,1517.52,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173990367,2026-07-29,web,1211.98,105.98,0,1317.96,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173990377,2026-07-29,web,1899.96,327.48,0,2227.44,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990380,2026-07-29,web,2184.22,223.66,0,2407.88,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990384,2026-07-29,app,1668.32,304.22,0,1972.54,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],search_id
173990399,2026-07-29,web,1211.98,105.98,0,1317.96,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173990413,2026-07-29,web,1109.56,133.18,0,1242.74,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990420,2026-07-29,app,846.77,124.37,0,971.14,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990445,2026-07-29,app,1334.42,202.1,0,1536.52,Nao identificado,(not set),(not set),(not set),Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990448,2026-07-29,app,3353.63,93.63,0,3447.26,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Direto,(direct),(none),(direct),search_id
173990454,2026-07-29,app,1314.86,53.8,69.16,1299.5,Push,crm,push,123milhas-jornada-abandono-checkout-psh,Direto,(direct),(none),(direct),purchase
173990456,2026-07-29,web,1647.55,91.33,182.22,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990464,2026-07-29,web,800.81,115.27,105.54,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990469,2026-07-29,web,2167.89,195.42,140.47,2222.84,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990472,2026-07-29,web,3197.62,60.17,421.45,2836.34,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990475,2026-07-29,web,436.9,87.46,0,524.36,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990478,2026-07-29,web,1175.69,135.77,0,1311.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990481,2026-07-29,web,1570.18,298.42,0,1868.6,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990485,2026-07-29,app,487.97,93.17,0,581.14,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990488,2026-07-29,web,2674.71,266.66,0,2941.37,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
173990499,2026-07-29,app,1211.98,105.98,0,1317.96,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990501,2026-07-29,web,538.89,112.56,0,651.45,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990502,2026-07-29,app,562.58,88.87,0,651.45,Push,crm,push,123milhas-cv-aereo-bomdia,Midia paga,google,cpc,[123milhas] [engajamento] [app] [android] [inc],search_id
173990513,2026-07-29,web,1647.55,91.33,182.22,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990518,2026-07-29,web,2167.89,195.42,140.47,2222.84,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990529,2026-07-29,app,854.07,61.88,43.52,872.43,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990531,2026-07-29,web,460.9,101.38,0,562.28,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
173990533,2026-07-29,web,1647.55,91.33,182.22,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990543,2026-07-29,web,994.18,89.88,52.3,1031.76,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990556,2026-07-29,web,1433.22,193.38,0,1626.6,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
173990559,2026-07-29,web,504.54,123.97,0,628.51,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990560,2026-07-29,web,2139.98,195.42,112.56,2222.84,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990562,2026-07-29,web,2357.42,319.86,0,2677.28,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990584,2026-07-29,web,1232.87,222.38,0,1455.25,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990590,2026-07-29,web,1452.96,174.6,0,1627.56,Organico,google,organic,(organic),Direto,(direct),(none),(direct),search_id
173990596,2026-07-29,web,5495.84,102.56,485.28,5113.12,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990598,2026-07-29,web,1647.55,91.33,182.22,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990599,2026-07-29,app,948.76,139,0,1087.76,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990600,2026-07-29,app,841.09,127.09,0,968.18,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173990601,2026-07-29,web,1875.62,234.54,0,2110.16,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990612,2026-07-29,web,2716.97,72.28,108.69,2680.56,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990614,2026-07-29,web,1132.9,127.68,73.42,1187.16,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
173990629,2026-07-29,app,862.76,110.12,0,972.88,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990644,2026-07-29,web,1054.02,179.12,0,1233.14,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990645,2026-07-29,web,420.64,93.54,0,514.18,Nao identificado,,,,Nao identificado,,,,sem_origem
173990646,2026-07-29,app,1123.5,194.46,0,1317.96,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990670,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990672,2026-07-29,web,1627.42,91.33,162.09,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990688,2026-07-29,web,762.6,115.27,67.33,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990692,2026-07-29,app,1080.72,142.32,0,1223.04,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],search_id
173990701,2026-07-29,web,775.68,181.92,0,957.6,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] cpc,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] cpc,search_id
173990720,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990730,2026-07-29,web,1865.7,117.56,98.14,1885.12,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990733,2026-07-29,web,1627.42,91.33,162.09,1556.66,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990737,2026-07-29,web,1515.7,193.54,0,1709.24,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990747,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990754,2026-07-29,web,638.75,151.55,0,790.3,Metasearch,voelivre,metasearch,xq7d5nt7vccc70kr4fi2fa,Metasearch,voelivre,metasearch,llr1oywqwbprbs6qhmwarg,search_id
173990772,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990780,2026-07-29,app,2312.41,251.05,0,2563.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990782,2026-07-29,web,1345.45,59.45,0,1404.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990798,2026-07-29,web,762.6,115.27,67.33,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173990800,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990804,2026-07-29,web,452.91,76.59,0,529.5,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990814,2026-07-29,app,1024.2,187.56,0,1211.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
173990822,2026-07-29,web,2294.18,96.18,0,2390.36,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990832,2026-07-29,app,1217,192.2,0,1409.2,Push,crm,push,123milhas-cv-aereo-azul,Organico,google-play,organic,,search_id
173990841,2026-07-29,app,627.11,91.19,0,718.3,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173990848,2026-07-29,app,318.69,78.45,0,397.14,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173990849,2026-07-29,app,2400.36,148,316.36,2232,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173990876,2026-07-29,web,2374.6,314.92,0,2689.52,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990885,2026-07-29,web,730.35,143.19,0,873.54,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990888,2026-07-29,web,1680.59,551.63,0,2232.22,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990891,2026-07-29,web,1372.82,250.58,0,1623.4,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990905,2026-07-29,app,3288.47,551.75,0,3840.22,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990913,2026-07-29,web,627.84,140.64,0,768.48,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173990930,2026-07-29,web,920.28,38.64,59.64,899.28,Organico,google,organic,(organic),Nao identificado,,,,search_id
173990931,2026-07-29,web,1854.58,315.7,0,2170.28,Midia paga,google,cpc,(not set),Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173990933,2026-07-29,app,2059.85,260.57,0,2320.42,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173990940,2026-07-29,web,1149.23,88.78,60.45,1177.56,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173990943,2026-07-29,web,1054.02,179.12,0,1233.14,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173990949,2026-07-29,web,1327.29,206.73,0,1534.02,Organico,bing,organic,(organic),Organico,bing,organic,(organic),search_id
173990952,2026-07-29,app,1879.01,301.49,0,2180.5,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990957,2026-07-29,app,1466.67,211.71,0,1678.38,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990983,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173990998,2026-07-29,web,279.95,73.31,0,353.26,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991001,2026-07-29,web,1315.71,286.41,0,1602.12,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991042,2026-07-29,web,762.6,115.27,67.33,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173991044,2026-07-29,app,59.26,913.82,0,973.08,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Direto,(direct),(none),(direct),search_id
173991049,2026-07-29,app,1119.28,100.4,58.88,1160.8,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173991053,2026-07-29,web,7609.7,1128.26,0,8737.96,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991063,2026-07-29,web,487,93.88,0,580.88,Nao identificado,,,,Nao identificado,,,,sem_origem
173991076,2026-07-29,app,1653.48,200.28,0,1853.76,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991078,2026-07-29,web,1547.36,235.2,0,1782.56,Midia paga,skyscanner,cpc,branding_itineraryplus_voe,Midia paga,skyscanner,cpc,branding_itineraryplus_voe,search_id
173991088,2026-07-29,app,492.91,153.55,0,646.46,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [132] [termos passagens] [mobile],search_id
173991101,2026-07-29,web,1038.29,127.68,54.61,1111.36,Midia paga,google,cpc,[123milhas] [voos] [retargeting] [vendas] [demand gen] [web] [destinos isolados],Nao identificado,,,,search_id
173991104,2026-07-29,app,1215.44,202.4,0,1417.84,CRM,whatsapp,radar,RADAR123-BAIXOU,Direto,(direct),(none),(direct),search_id
173991108,2026-07-29,web,1791.48,242.52,0,2034,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991126,2026-07-29,web,848.32,160.16,0,1008.48,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991137,2026-07-29,web,1640.72,177.36,0,1818.08,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
173991171,2026-07-29,web,1315.71,286.41,0,1602.12,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991177,2026-07-29,web,540.28,133.72,0,674,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991197,2026-07-29,web,753.03,115.27,57.76,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173991200,2026-07-29,web,545.71,82.03,0,627.74,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991224,2026-07-29,web,394,129.28,20.72,502.56,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991232,2026-07-29,app,1206.52,211.28,0,1417.8,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [SUL],Organico,google-play,organic,,search_id
173991241,2026-07-29,web,456.89,94.01,0,550.9,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
173991253,2026-07-29,app,743.73,115.41,0,859.14,Push,crm,push,123milhas-cv-aereo-chamando,Organico,google-play,organic,,search_id
173991264,2026-07-29,web,512.82,43.84,26.98,529.68,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],Organico,google,organic,(organic),search_id
173991283,2026-07-29,web,681.96,115.8,0,797.76,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991285,2026-07-29,web,3645.62,182.02,0,3827.64,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991297,2026-07-29,app,4663.78,556.98,0,5220.76,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173991302,2026-07-29,web,1096.01,177.05,0,1273.06,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991335,2026-07-29,web,762.6,115.27,67.33,810.54,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
173991356,2026-07-29,web,408.48,70.8,0,479.28,Nao identificado,,,,Nao identificado,,,,sem_origem
173991359,2026-07-29,app,909.43,114.63,0,1024.06,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
173991372,2026-07-29,web,856.19,105.15,45.04,916.3,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
173991377,2026-07-29,app,1348.96,204.88,0,1553.84,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
173991379,2026-07-29,web,1680.59,551.63,0,2232.22,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991380,2026-07-29,web,2345.07,279.68,0,2624.75,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991397,2026-07-29,web,618.75,40.75,0,659.5,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991415,2026-07-29,app,368.43,69.39,0,437.82,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [ios] [inc],search_id
173991424,2026-07-29,app,508.39,114.16,0,622.55,CRM,whatsapp,radar,RADAR123-BAIXOU,Midia paga,google,cpc,ônibus - app - install,search_id
